country,year,variety,variety_area_ha,grape_color,grape_yield_tonnes_per_ha,estimated_variety_production_tons
Portugal,2016,Rio Grande,0.4881128609391999,white,4.2,2.05007401594464
Portugal,2016,Roal,0.8043571163964511,red,4.2,3.378299888865095
Portugal,2016,Roxo Rei,0.3480862787738173,grey_or_gris,4.2,1.4619623708500329
Portugal,2016,Roxo de Vila Flor,0.1860986802043073,red,4.2,0.7816144568580907
Portugal,2016,Rufete,1145.0,red,4.2,4809.0
Portugal,2016,Samarrinho,0.8440508716922629,white,4.2,3.5450136611075043
Portugal,2016,Santarena,724.1746967284514,red,4.2,3041.5337262594962
Portugal,2016,Santoal,4.259098432288788,white,4.2,17.88821341561291
Portugal,2016,Sao Mamede,0.5119208790571916,white,4.2,2.150067692040205
Portugal,2016,Sauvignon Blanc,101.83615621430823,white,4.2,427.7118561000946
Portugal,2016,Seara Nova,471.0,white,4.2,1978.2
Portugal,2016,Sercial,85.28682909533283,white,4.2,358.20468220039794
Portugal,2016,Sercialinho,4.081050313007188,white,4.2,17.14041131463019
Portugal,2016,Sevilhao,14.296791813575643,red,4.2,60.04652561701771
Portugal,2016,Syrah,4017.0,red,4.2,16871.4
Portugal,2016,Sémillon,75.98050602732562,white,4.2,319.1181253147676
Portugal,2016,Síria,6438.0,white,4.2,27039.600000000002
Portugal,2016,Tamarez,298.0109787062263,white,4.2,1251.6461105661506
Portugal,2016,Tannat,9.687151512534783,red,4.2,40.68603635264609
Portugal,2016,Teinturier,7.323917499092959,red,4.2,30.76045349619043
Portugal,2016,Tempranillo,17014.014275618374,red,4.2,71458.85995759717
Portugal,2016,Terrantez,11.026202974474195,white,4.2,46.31005249279162
Portugal,2016,Terrantez do Pico,0.29717620762416075,white,4.2,1.2481400720214753
Portugal,2016,Tinta Aguiar,76.71982577294774,red,4.2,322.22326824638054
Portugal,2016,Tinta Aurelio,0.009794667379174,red,4.2,0.0411376029925308
Portugal,2016,Tinta Barroca,4733.0,red,4.2,19878.600000000002
Portugal,2016,Tinta Bragao,63.793641603536614,red,4.2,267.9332947348538
Portugal,2016,Tinta Carvalha,1113.0,red,4.2,4674.6
Portugal,2016,Tinta Engomada,3.8618487571304687,red,4.2,16.21976477994797
Portugal,2016,Tinta Francisca,53.94283349112333,red,4.2,226.559900662718
Portugal,2016,Tinta Malandra,0.0102002766486144,red,4.2,0.04284116192418048
Portugal,2016,Tinta Martins,10.440430806959537,red,4.2,43.84980938923005
Portugal,2016,Tinta Mesquita,1.213832921185118,red,4.2,5.098098268977496
Portugal,2016,Tinta Penajoia,53.31783494670954,red,4.2,223.93490677618007
Portugal,2016,Tinta Pereira,1.0329017767771216,red,4.2,4.338187462463911
Portugal,2016,Tinta Pomar,29.9714309688157,red,4.2,125.88001006902594
Portugal,2016,Tinta Roseira,3.7194504933193064,red,4.2,15.621692071941087
Portugal,2016,Tinta Valdosa,0.5337793497086842,red,4.2,2.241873268776474
Portugal,2016,Tinta Varejoa,1.0608287714559017,red,4.2,4.455480840114787
Portugal,2016,Tinta da Barca,351.6052786046427,red,4.2,1476.7421701394994
Portugal,2016,Tinta da Melra,0.5867487343863529,red,4.2,2.464344684422682
Portugal,2016,Tinta de Alcoa,24.075039982115484,red,4.2,101.11516792488504
Portugal,2016,Tinta de Cidadelhe,0.6936188121057819,red,4.2,2.9131990108442842
Portugal,2016,Tinta de Pegoes,190.858888550586,red,4.2,801.6073319124612
Portugal,2016,Tinta do Rodo,3.339981576298359,red,4.2,14.02792262045311
Portugal,2016,Tintem,8.87396864553171,red,4.2,37.27066831123318
Portugal,2016,Tinto Cão,366.9229684614153,red,4.2,1541.0764675379442
Portugal,2016,Touriga Femea,14.785126995550794,red,4.2,62.09753338131333
Portugal,2016,Touriga Franca,14217.0,red,4.2,59711.4
Portugal,2016,Touriga Nacional,11411.0,red,4.2,47926.200000000004
Portugal,2016,Trajadura,1550.0,white,4.2,6510.0
Portugal,2016,Trebbiano Toscano,121.998023370263,white,4.2,512.3916981551046
Portugal,2016,Trincadeira,10493.0,red,4.2,44070.6
Portugal,2016,Trincadeira das Pratas,123.8321352886628,white,4.2,520.0949682123837
Portugal,2016,Trincadeiro Branco,48.529842137317544,white,4.2,203.8253369767337
Portugal,2016,Triunfo,1.9455937097370914,red,4.2,8.171493580895785
Portugal,2016,Trousseau,1166.0,red,4.2,4897.2
Portugal,2016,Uva Cao,0.3850384225046132,white,4.2,1.6171613745193754
Portugal,2016,Valbom,162.4739424857395,red,4.2,682.390558440106
Portugal,2016,Valveirinha,0.3162085761070476,white,4.2,1.3280760196496
Portugal,2016,Verdelho,360.38375783992734,white,4.2,1513.611782927695
Portugal,2016,Verdelho Tinto,28.62582159929369,red,4.2,120.22845071703351
Portugal,2016,Verdial,0.2342738411599993,white,4.2,0.9839501328719971
Portugal,2016,Verdial Tinto,2.547019127854699,red,4.2,10.697480336989736
Portugal,2016,Vinhao,4055.0,red,4.2,17031.0
Portugal,2016,Viognier,125.49182806762394,white,4.2,527.0656778840206
Portugal,2016,Viosinho,916.0,white,4.2,3847.2000000000003
Portugal,2016,Vital,659.0,white,4.2,2767.8
Portugal,2016,Xara,0.0408011065944577,red,4.2,0.17136464769672236
Portugal,2016,other grey,7211.378400610731,unknown,4.2,30287.78928256507
Portugal,2016,other red,922.4392402340213,red,4.2,3874.24480898289
Portugal,2016,other white,428.8799655160441,white,4.2,1801.2958551673853
Portugal,2022,Alfrocheiro,1179.991,red,,
Portugal,2022,Alicante Henri Bouschet,7655.387,red,,
Portugal,2022,Alvarinho,3801.876,white,,
Portugal,2022,Antão Vaz,1496.2200000000003,white,,
Portugal,2022,Arinto de Bucelas,6440.155,white,,
Portugal,2022,Avesso,779.8720000000001,white,,
Portugal,2022,Azal,1632.8570000000002,white,,
Portugal,2022,Baga,7202.63,red,,
Portugal,2022,Bical,1232.656,white,,
Portugal,2022,Cabernet Sauvignon,1557.6100000000001,red,,
Portugal,2022,Caladoc,2657.6580000000004,red,,
Portugal,2022,Castelão,8989.769,red,,
Portugal,2022,Chardonnay,245.09999999999997,white,,
Portugal,2022,Códega Do Larinho,990.771,white,,
Portugal,2022,Damaschino,542.128,white,,
Portugal,2022,Diagalves,560.9660000000001,white,,
Portugal,2022,Encruzado,737.495,white,,
Portugal,2022,Espadeiro,341.194,red,,
Portugal,2022,Fernão Pires,12330.647000000003,white,,
Portugal,2022,Folgasão,45.48,white,,
Portugal,2022,Folha de Figueira,22.74,white,,
Portugal,2022,Godello,1062.133,white,,
Portugal,2022,Gouveio Real,106.878,white,,
Portugal,2022,Juan García,785.7810000000001,red,,
Portugal,2022,Listain de Huelva,37.492,white,,
Portugal,2022,Loureiro,7213.816000000001,white,,
Portugal,2022,Malvasia,1087.6170000000002,white,,
Portugal,2022,Malvasia Fina,2525.453,white,,
Portugal,2022,Malvasia Preta,1172.2259999999999,red,,
Portugal,2022,Marufo,2428.4080000000004,red,,
Portugal,2022,Mencía,3225.96,red,,
Portugal,2022,Merlot,509.737,red,,
Portugal,2022,Muscat Blanc à Petits Grains,912.786,white,,
Portugal,2022,Muscat of Alexandria,1046.727,white,,
Portugal,2022,Negramoll,255.234,red,,
Portugal,2022,Palomino Fino,1327.1299999999999,white,,
Portugal,2022,Petit Verdot,337.01200000000006,red,,
Portugal,2022,Pinot Noir,47.754000000000005,red,,
Portugal,2022,Rabigato,1738.64,white,,
Portugal,2022,Rufete,2608.8830000000003,red,,
Portugal,2022,Santarena,377.511,red,,
Portugal,2022,Sauvignon Blanc,24.514000000000003,white,,
Portugal,2022,Seara Nova,516.594,white,,
Portugal,2022,Syrah,6322.622,red,,
Portugal,2022,Síria,5214.714000000001,white,,
Portugal,2022,Tempranillo,20089.515,red,,
Portugal,2022,Tinta Barroca,3235.4330000000004,red,,
Portugal,2022,Tinta Carvalha,266.329,red,,
Portugal,2022,Touriga Franca,15145.811000000002,red,,
Portugal,2022,Touriga Nacional,13442.58,red,,
Portugal,2022,Trajadura,1462.26,white,,
Portugal,2022,Trincadeira,6897.383,red,,
Portugal,2022,Trousseau,1013.9490000000001,red,,
Portugal,2022,Verdelho,494.67800000000005,white,,
Portugal,2022,Vinhao,4114.6810000000005,red,,
Portugal,2022,Viognier,14.42,white,,
Portugal,2022,Viosinho,1256.229,white,,
Portugal,2022,Vital,456.987,white,,
Portugal,2022,other,19560.92099999999,unknown,,
Romania,2000,Aligoté,7608.097,white,4.8,36518.8656
Romania,2000,Băbească Neagră,3642.174,red,4.8,17482.4352
Romania,2000,Cabernet Sauvignon,8619.812,red,4.8,41375.0976
Romania,2000,Chardonnay,1375.932,white,4.8,6604.4736
Romania,2000,Fetească Albă,18210.87,white,4.8,87412.17599999999
Romania,2000,Fetească Neagră,1214.058,red,4.8,5827.4784
Romania,2000,Fetească Regală,1699.681,white,4.8,8158.4688
Romania,2000,Galbenă de Odobești,546.3261,white,4.8,2622.36528
Romania,2000,Gewürztraminer,445.1546,white,4.8,2136.74208
Romania,2000,Grasă de Cotnari,849.8406,white,4.8,4079.23488
Romania,2000,Graševina,15013.85,white,4.8,72066.48
Romania,2000,Merlot,7810.44,red,4.8,37490.111999999994
Romania,2000,Muscat Blanc à Petits Grains,1011.715,white,4.8,4856.232
Romania,2000,Muscat Ottonel,5787.01,white,4.8,27777.648
Romania,2000,Pinot Gris,2387.647,grey_or_gris,4.8,11460.7056
Romania,2000,Pinot Noir,1740.15,red,4.8,8352.72
Romania,2000,Rkatsiteli,505.8575,white,4.8,2428.116
Romania,2000,Sauvignon Blanc,4613.42,white,4.8,22144.416
Romania,2000,other red,38549.7,red,4.8,185038.55999999997
Romania,2000,other white,100540.9,white,4.8,482596.31999999995
Romania,2010,Aligoté,7297.0,white,4.9,35755.3
Romania,2010,Blaufränkisch,760.0,red,4.9,3724.0000000000005
Romania,2010,Busuioacă de Bohotin,268.0,grey_or_gris,4.9,1313.2
Romania,2010,Băbească Neagră,3042.0,red,4.9,14905.800000000001
Romania,2010,Băbească Neagră (G),328.0,red,4.9,1607.2
Romania,2010,Cabernet Sauvignon,3718.0,red,4.9,18218.2
Romania,2010,Chardonnay,1067.0,white,4.9,5228.3
Romania,2010,Crâmpoșie Selecționată,409.0,white,4.9,2004.1000000000001
Romania,2010,Fetească Albă,12916.0,white,4.9,63288.4
Romania,2010,Fetească Neagră,1719.0,red,4.9,8423.1
Romania,2010,Fetească Regală,12905.0,white,4.9,63234.50000000001
Romania,2010,Frâncușă,621.0,white,4.9,3042.9
Romania,2010,Galbenă de Odobești,385.0,white,4.9,1886.5000000000002
Romania,2010,Gewürztraminer,385.0,white,4.9,1886.5000000000002
Romania,2010,Grasă de Cotnari,640.0,white,4.9,3136.0
Romania,2010,Graševina,7530.000000000001,white,4.9,36897.00000000001
Romania,2010,Merlot,10988.0,red,4.9,53841.200000000004
Romania,2010,Muscat Blanc à Petits Grains,840.0,white,4.9,4116.0
Romania,2010,Muscat Ottonel,3641.0,white,4.9,17840.9
Romania,2010,Mustoasă de Măderat,255.0,white,4.9,1249.5
Romania,2010,Pamid,2930.0,red,4.9,14357.000000000002
Romania,2010,Pinot Gris,1301.0,grey_or_gris,4.9,6374.900000000001
Romania,2010,Pinot Noir,1089.0,red,4.9,5336.1
Romania,2010,Rkatsiteli,356.0,white,4.9,1744.4
Romania,2010,Sauvignon Blanc,4157.0,white,4.9,20369.300000000003
Romania,2010,other red,31792.525717221288,red,4.9,155783.37601438432
Romania,2010,other white,58952.47428277871,white,4.9,288867.12398561573
Romania,2016,Alb Aromat,24.0,white,4.0,96.0
Romania,2016,Alicante Henri Bouschet,20.0,red,4.0,80.0
Romania,2016,Aligoté,5840.0,white,4.0,23360.0
Romania,2016,Alutus,1.6806737368754845,red,4.0,6.722694947501938
Romania,2016,Amurg,3.2411460315223257,red,4.0,12.964584126089303
Romania,2016,Arcas,0.8935689357104267,red,4.0,3.574275742841707
Romania,2016,Aromat de Iasi,66.04350188264863,white,4.0,264.1740075305945
Romania,2016,Astra,0.2232312498531933,white,4.0,0.8929249994127731
Romania,2016,Bakator Belyi,11.312887522608223,white,4.0,45.25155009043289
Romania,2016,Bakator Roz,14.719310537194936,red,4.0,58.87724214877974
Romania,2016,Balada,0.4507554083574096,red,4.0,1.8030216334296385
Romania,2016,Barbera,0.3970940502196228,red,4.0,1.5883762008784912
Romania,2016,Batuta Neagra,2.838685845488925,red,4.0,11.3547433819557
Romania,2016,Bianca,12.500306055481172,white,4.0,50.00122422192469
Romania,2016,Blasius,15.1711391727151,white,4.0,60.6845566908604
Romania,2016,Blauer Portugieser,329.0,red,4.0,1316.0
Romania,2016,Blaufränkisch,729.0,red,4.0,2916.0
Romania,2016,Busuioacă de Bohotin,343.0,grey_or_gris,4.0,1372.0
Romania,2016,Băbească Neagră,2696.0,red,4.0,10784.0
Romania,2016,Băbească Neagră (G),297.0,red,4.0,1188.0
Romania,2016,Cabernet Franc,72.0,red,4.0,288.0
Romania,2016,Cabernet Sauvignon,5359.0,red,4.0,21436.0
Romania,2016,Chambourcin,0.0139519531158245,red,4.0,0.055807812463298
Romania,2016,Chardonnay,1878.0,white,4.0,7512.0
Romania,2016,Chasselas,127.0,white,4.0,508.0
Romania,2016,Coarnă Neagră,104.0,red,4.0,416.0
Romania,2016,Codană,26.0,red,4.0,104.0
Romania,2016,Columna,25.58573556009678,white,4.0,102.34294224038712
Romania,2016,Crimposie,450.0,white,4.0,1800.0
Romania,2016,Cruciulita,0.0536613581377868,white,4.0,0.2146454325511472
Romania,2016,Crâmpoșie Selecționată,18.0,white,4.0,72.0
Romania,2016,Côt,7.0,red,4.0,28.0
Romania,2016,Donaris,1.0302980762455076,white,4.0,4.1211923049820305
Romania,2016,Dornfelder,1.0517626195006224,red,4.0,4.20705047800249
Romania,2016,Ezerfürtű,30.94242697484321,white,4.0,123.76970789937285
Romania,2016,Fetească Albă,12428.0,white,4.0,49712.0
Romania,2016,Fetească Neagră,2845.0,red,4.0,11380.0
Romania,2016,Fetească Regală,12619.0,white,4.0,50476.0
Romania,2016,Frâncușă,365.0,white,4.0,1460.0
Romania,2016,Furmint,18.04459757827731,white,4.0,72.17839031310923
Romania,2016,Galbenă de Odobești,417.0,white,4.0,1668.0
Romania,2016,Gewürztraminer,469.0,white,4.0,1876.0
Romania,2016,Golia,0.0965904446480163,white,4.0,0.3863617785920652
Romania,2016,Grasă de Cotnari,571.0,white,4.0,2284.0
Romania,2016,Graševina,7135.53823650099,white,4.0,28542.15294600396
Romania,2016,Grüner Veltliner,0.0643936297653442,white,4.0,0.2575745190613768
Romania,2016,Haiduc,3.0855280929227447,red,4.0,12.342112371690979
Romania,2016,Iordan,311.0,white,4.0,1244.0
Romania,2016,Kadarka,97.0,red,4.0,388.0
Romania,2016,Kerner,2.650871092006671,white,4.0,10.603484368026685
Romania,2016,Kreaca,28.51221138749912,white,4.0,114.04884554999649
Romania,2016,Kövidinka,0.6868653841636718,grey_or_gris,4.0,2.7474615366546873
Romania,2016,Lagrein,0.3352761656448923,red,4.0,1.3411046625795693
Romania,2016,Mamaia,0.3595310995231719,red,4.0,1.4381243980926877
Romania,2016,Marselan,10.732271627557372,red,4.0,42.92908651022949
Romania,2016,Mazuelo (W),2.1464543255114745,red,4.0,8.585817302045898
Romania,2016,Merlot,11647.0,red,4.0,46588.0
Romania,2016,Miorita,7.520639343010828,white,4.0,30.08255737204331
Romania,2016,Monastrell,3.0,red,4.0,12.0
Romania,2016,Muscadelle,4.599315005989711,white,4.0,18.397260023958843
Romania,2016,Muscat Blanc à Petits Grains,1579.0,white,4.0,6316.0
Romania,2016,Muscat Ottonel,4779.0,white,4.0,19116.0
Romania,2016,Mustoasă de Măderat,282.0,white,4.0,1128.0
Romania,2016,Müller-Thurgau,0.2146454325511474,white,4.0,0.8585817302045896
Romania,2016,Nebbiolo,0.2146454325511474,red,4.0,0.8585817302045896
Romania,2016,Negru Aromat,0.6761331125361145,red,4.0,2.704532450144458
Romania,2016,Negru de Drăgăşani,18.0,red,4.0,72.0
Romania,2016,Neuburger,71.17739133840698,white,4.0,284.7095653536279
Romania,2016,Novac,74.0,red,4.0,296.0
Romania,2016,Pamid,2716.0,red,4.0,10864.0
Romania,2016,Pinot Blanc,0.1343680407770183,white,4.0,0.5374721631080732
Romania,2016,Pinot Gris,1561.0,grey_or_gris,4.0,6244.0
Romania,2016,Pinot Noir,1930.0,red,4.0,7720.0
Romania,2016,Plavaie,152.0,white,4.0,608.0
Romania,2016,Rebo,5.398332628661358,red,4.0,21.593330514645434
Romania,2016,Regent,0.6589614779320226,red,4.0,2.6358459117280906
Romania,2016,Riesling,422.4617634990096,white,4.0,1689.8470539960383
Romania,2016,Rkatsiteli,413.0,white,4.0,1652.0
Romania,2016,Rondo,0.2275241585042162,red,4.0,0.9100966340168648
Romania,2016,Rosina,1.159621949357574,white,4.0,4.638487797430296
Romania,2016,Roz de Minis,6.729134310478472,grey_or_gris,4.0,26.91653724191389
Romania,2016,Sangiovese,88.0,red,4.0,352.0
Romania,2016,Sauvignon Blanc,5594.0,white,4.0,22376.0
Romania,2016,Savagnin Blanc,52.79451255842905,white,4.0,211.1780502337162
Romania,2016,Select,0.1931808892960327,white,4.0,0.7727235571841308
Romania,2016,Seyval Blanc,1.0732271627557373,white,4.0,4.292908651022949
Romania,2016,Silvaner,0.6761331125361145,white,4.0,2.704532450144458
Romania,2016,Slankamenka,23.0,white,4.0,92.0
Romania,2016,Syrah,504.0,red,4.0,2016.0
Romania,2016,Sémillon,18.0,white,4.0,72.0
Romania,2016,Tempranillo,67.0,red,4.0,268.0
Romania,2016,Timpuriu de Cluj,1.0512260059192446,white,4.0,4.204904023676979
Romania,2016,Touriga Franca,4.287542515209171,red,4.0,17.150170060836682
Romania,2016,Touriga Nacional,11.188393171728562,red,4.0,44.75357268691425
Romania,2016,Trebbiano Toscano,3.0,white,4.0,12.0
Romania,2016,Tribidrag,8.795740535080919,red,4.0,35.182962140323674
Romania,2016,Unirea,0.5902749395156555,white,4.0,2.361099758062622
Romania,2016,Valerien,0.1717163460409179,white,4.0,0.6868653841636716
Romania,2016,Viognier,20.084373123810863,white,4.0,80.33749249524345
Romania,2016,Zghihară de Huşi,54.0,white,4.0,216.0
Romania,2016,Zweigelt,85.82103936062762,red,4.0,343.2841574425105
Romania,2016,other red,32081.566910877544,red,4.0,128326.26764351017
Romania,2016,other white,62370.13028937261,white,4.0,249480.52115749044
Romania,2016,Șarbă,266.0,white,4.0,1064.0
Romania,2022,Alb Aromat,24.6421,white,,
Romania,2022,Alicante Henri Bouschet,36.3375,red,,
Romania,2022,Aligoté,5110.0479,white,,
Romania,2022,Aromat de Iasi,61.1085,white,,
Romania,2022,Blauer Portugieser,227.54690000000002,red,,
Romania,2022,Blaufränkisch,689.8882,red,,
Romania,2022,Busuioacă de Bohotin,779.7508,grey_or_gris,,
Romania,2022,Băbească Neagră,2525.2605,red,,
Romania,2022,Băbească Neagră (G),295.8047,grey_or_gris,,
Romania,2022,Cabernet Franc,163.5857,red,,
Romania,2022,Cabernet Sauvignon,5346.6967,red,,
Romania,2022,Chardonnay,2003.2928000000002,white,,
Romania,2022,Codană,24.6765,red,,
Romania,2022,Crimposie,368.5552,white,,
Romania,2022,Crâmpoșie Selecționată,135.4507,white,,
Romania,2022,Ezerfürtű,25.7328,white,,
Romania,2022,Fetească Albă,11981.7481,white,,
Romania,2022,Fetească Neagră,3312.1537,red,,
Romania,2022,Fetească Regală,12077.1702,white,,
Romania,2022,Frâncușă,277.40340000000003,white,,
Romania,2022,Furmint,26.1711,white,,
Romania,2022,Galbenă de Odobești,375.6007,white,,
Romania,2022,Gewürztraminer,596.0154,white,,
Romania,2022,Grasă de Cotnari,545.8457,white,,
Romania,2022,Graševina,6825.6702000000005,white,,
Romania,2022,Iordan,295.5504,white,,
Romania,2022,Kadarka,80.8147,red,,
Romania,2022,Merlot,11012.2408,red,,
Romania,2022,Muscat Blanc à Petits Grains,1747.7482,white,,
Romania,2022,Muscat Ottonel,5138.4925,white,,
Romania,2022,Mustoasă de Măderat,288.323,white,,
Romania,2022,Negru de Drăgăşani,62.1855,red,,
Romania,2022,Neuburger,79.3631,white,,
Romania,2022,Novac,73.235,red,,
Romania,2022,Pamid,2626.5598999999997,red,,
Romania,2022,Pinot Gris,1457.8802,grey_or_gris,,
Romania,2022,Pinot Noir,2030.7223,red,,
Romania,2022,Plavaie,139.9649,white,,
Romania,2022,Riesling,481.0422,white,,
Romania,2022,Rkatsiteli,316.44370000000004,white,,
Romania,2022,Sangiovese,72.7611,red,,
Romania,2022,Sauvignon Blanc,5632.9747,white,,
Romania,2022,Select,27.712,white,,
Romania,2022,Syrah,692.7664,red,,
Romania,2022,Tempranillo,31.22,red,,
Romania,2022,Viognier,40.529399999999995,white,,
Romania,2022,Zghihară de Huşi,57.6843,white,,
Romania,2022,Zweigelt,75.4848,red,,
Romania,2022,other,91531.8951,unknown,,
Romania,2022,Șarbă,319.9135,white,,
Russia,2000,Agadai,1264.644,white,4.2,5311.504800000001
Russia,2000,Aligoté,1821.087,white,4.2,7648.5654
Russia,2000,Bianca,2165.07,white,4.2,9093.294000000002
Russia,2000,Cabernet Sauvignon,1578.275,red,4.2,6628.755000000001
Russia,2000,Chardonnay,1638.978,white,4.2,6883.707600000001
Russia,2000,Pervenets Magaracha,2387.647,white,4.2,10028.117400000001
Russia,2000,Pinot Blanc,2994.677,white,4.2,12577.6434
Russia,2000,Riesling,1375.932,white,4.2,5778.914400000001
Russia,2000,Rkatsiteli,13152.29,white,4.2,55239.61800000001
Russia,2000,Saperavi,930.7778,red,4.2,3909.26676
Russia,2000,Zalagyöngye,1780.618,white,4.2,7478.5956
Russia,2000,other red,8196.841,red,4.2,34426.732200000006
Russia,2000,other white,17045.45,white,4.2,71590.89
Russia,2010,Aligoté,1029.0,white,8.0,8232.0
Russia,2010,Amur,146.0,red,8.0,1168.0
Russia,2010,Barkhatnyi,30.0,white,8.0,240.0
Russia,2010,Bianca,3513.0,white,8.0,28104.0
Russia,2010,Cabernet Franc,20.0,red,8.0,160.0
Russia,2010,Cabernet Sauvignon,3593.0,red,8.0,28744.0
Russia,2010,Chardonnay,1981.0,white,8.0,15848.0
Russia,2010,Chasselas,21.0,white,8.0,168.0
Russia,2010,Citronny Magarach,307.0,white,8.0,2456.0
Russia,2010,Clairette,22.0,white,8.0,176.0
Russia,2010,Crystal,171.0,white,8.0,1368.0
Russia,2010,Dekabrskii,78.0,red,8.0,624.0
Russia,2010,Doina,227.0,red,8.0,1816.0
Russia,2010,Dostoinyi,65.0,red,8.0,520.0
Russia,2010,Dunavski Lazur,483.0,white,8.0,3864.0
Russia,2010,Fioletovy Ranny,50.0,red,8.0,400.0
Russia,2010,Golubok,37.0,red,8.0,296.0
Russia,2010,Göcseji Zamatos,40.0,white,8.0,320.0
Russia,2010,Irsai Olivér,24.0,white,8.0,192.0
Russia,2010,Isabella,162.0,red,8.0,1296.0
Russia,2010,Krasnostop Zolotovsky,562.0,red,8.0,4496.0
Russia,2010,Levokumskij,890.0,red,8.0,7120.0
Russia,2010,Merlot,1588.0,red,8.0,12704.0
Russia,2010,Muscat Blanc à Petits Grains,145.0,white,8.0,1160.0
Russia,2010,Muscat Ottonel,34.0,white,8.0,272.0
Russia,2010,Muscat of Alexandria,21.0,white,8.0,168.0
Russia,2010,Muscat of Hamburg,180.0,red,8.0,1440.0
Russia,2010,Müller-Thurgau,106.0,white,8.0,848.0
Russia,2010,Onitskanskii Belyi,66.0,white,8.0,528.0
Russia,2010,Pervenets Magaracha,2238.0,white,8.0,17904.0
Russia,2010,Pinot Blanc,695.0,white,8.0,5560.0
Russia,2010,Pinot Gris,78.0,grey_or_gris,8.0,624.0
Russia,2010,Pinot Noir,533.0,red,8.0,4264.0
Russia,2010,Podarok Magaracha,292.0,white,8.0,2336.0
Russia,2010,Riesling,882.0,white,8.0,7056.0
Russia,2010,Riesus,115.0,white,8.0,920.0
Russia,2010,Riton,255.0,white,8.0,2040.0
Russia,2010,Rkatsiteli,702.0,white,8.0,5616.0
Russia,2010,Rubin Golodrigi,82.0,red,8.0,656.0
Russia,2010,Saperavi,716.0,red,8.0,5728.0
Russia,2010,Saperavi Severny,325.0,red,8.0,2600.0
Russia,2010,Sauvignon Blanc,951.0,white,8.0,7608.0
Russia,2010,Savagnin Blanc,214.0,white,8.0,1712.0
Russia,2010,Stepnyak,144.0,white,8.0,1152.0
Russia,2010,Sukholimansky Bely,80.0,white,8.0,640.0
Russia,2010,Sémillon,25.0,white,8.0,200.0
Russia,2010,Trebbiano Toscano,66.0,white,8.0,528.0
Russia,2010,Tsimlyansky Cherny,451.0,red,8.0,3608.0
Russia,2010,Tsvetochny,169.0,white,8.0,1352.0
Russia,2010,Vidvizhenets,271.0,white,8.0,2168.0
Russia,2010,Viorika,307.0,white,8.0,2456.0
Russia,2010,Zalagyöngye,193.0,white,8.0,1544.0
Russia,2010,Zenit,21.0,white,8.0,168.0
Russia,2010,other red,60.82316697473814,red,8.0,486.58533579790515
Russia,2010,other white,171.17683302526183,white,8.0,1369.4146642020946
Russia,2016,Aligoté,5842.5,white,8.7,50829.74999999999
Russia,2016,Amur,146.0,red,8.7,1270.1999999999998
Russia,2016,Barkhatnyi,30.0,white,8.7,261.0
Russia,2016,Bianca,3513.0,white,8.7,30563.1
Russia,2016,Cabernet Franc,20.0,red,8.7,174.0
Russia,2016,Cabernet Sauvignon,8528.0,red,8.7,74193.59999999999
Russia,2016,Chardonnay,3481.0,white,8.7,30284.699999999997
Russia,2016,Chasselas,21.0,white,8.7,182.7
Russia,2016,Citronny Magarach,307.0,white,8.7,2670.8999999999996
Russia,2016,Clairette,22.0,white,8.7,191.39999999999998
Russia,2016,Crystal,171.0,white,8.7,1487.6999999999998
Russia,2016,Dekabrskii,78.0,red,8.7,678.5999999999999
Russia,2016,Doina,227.0,red,8.7,1974.8999999999999
Russia,2016,Dostoinyi,65.0,red,8.7,565.5
Russia,2016,Dunavski Lazur,483.0,white,8.7,4202.099999999999
Russia,2016,Fioletovy Ranny,50.0,red,8.7,434.99999999999994
Russia,2016,Gewürztraminer,500.0,white,8.7,4350.0
Russia,2016,Golubok,37.0,red,8.7,321.9
Russia,2016,Göcseji Zamatos,40.0,white,8.7,348.0
Russia,2016,Irsai Olivér,24.0,white,8.7,208.79999999999998
Russia,2016,Isabella,1362.0,red,8.7,11849.4
Russia,2016,Krasnostop Zolotovsky,562.0,red,8.7,4889.4
Russia,2016,Levokumskij,890.0,red,8.7,7742.999999999999
Russia,2016,Merlot,2988.0,red,8.7,25995.6
Russia,2016,Muscat Blanc à Petits Grains,482.5,white,8.7,4197.75
Russia,2016,Muscat Ottonel,34.0,white,8.7,295.79999999999995
Russia,2016,Muscat of Alexandria,21.0,white,8.7,182.7
Russia,2016,Muscat of Hamburg,180.0,red,8.7,1565.9999999999998
Russia,2016,Müller-Thurgau,106.0,white,8.7,922.1999999999999
Russia,2016,Odessky Cherny,1250.0,red,8.7,10875.0
Russia,2016,Onitskanskii Belyi,66.0,white,8.7,574.1999999999999
Russia,2016,Pervenets Magaracha,2238.0,white,8.7,19470.6
Russia,2016,Pinot Blanc,865.0,white,8.7,7525.499999999999
Russia,2016,Pinot Gris,78.0,grey_or_gris,8.7,678.5999999999999
Russia,2016,Pinot Noir,918.0,red,8.7,7986.599999999999
Russia,2016,Podarok Magaracha,292.0,white,8.7,2540.3999999999996
Russia,2016,Riesling,2232.0,white,8.7,19418.399999999998
Russia,2016,Riesus,115.0,white,8.7,1000.4999999999999
Russia,2016,Riton,255.0,white,8.7,2218.5
Russia,2016,Rkatsiteli,6477.0,white,8.7,56349.899999999994
Russia,2016,Rubin Golodrigi,82.0,red,8.7,713.4
Russia,2016,Saperavi,716.0,red,8.7,6229.2
